Prov/Terr,CD/DR,CSD/SDR,CMA-CA/RMR-AR,Classification,Description,Total - Taxable Returns/Total - Déclarations imposables,Total Income - Taxable Returns/Revenu total - Déclarations imposables,Total Tax - Taxable Returns/Impôt total- Déclarations imposables,Average Income - Taxable Returns/  Revenu moyen - Déclarations imposables,Total - All Returns/Total - Toutes les déclarations,Total Income - All Returns/Revenu total - Toutes les déclarations ,"Under $10,000 - All Returns/Moins de 10 000$ - Toutes les déclarations ","$10,000 to $14,999 - All Returns/10 000$ à 14 999$ - Toutes les déclarations ","$15,000 to $19,999 - All Returns/15 000$ à 19 999$ - Toutes les déclarations","$20,000 to $24,999 - All Returns/20 000$ à 24 999$ - Toutes les déclarations ","$25,000 to $29,999 - All Returns/25 000$ à 29 999$ - Toutes les déclarations","$30,000 to $34,999 - All Returns/30 000$ à 34 999$ - Toutes les déclarations ","$35,000 to $39,999 - All Returns/35 000$ à 39 999$ - Toutes les déclarations","$40,000 to $44,999 - All Returns/40 000$ à 44 999$ - Toutes les déclarations ","$45,000 to $49,999 - All Returns/45 000$ à 49 999$ - Toutes les déclarations","$50,000 to $59,999 - All Returns/50 000$ à 59 999$ - Toutes les déclarations ","$60,000 to $69,999 - All Returns/60 000$ à 69 999$ - Toutes les déclarations ","$70,000 to $79,999 - All Returns/70 000$ à 79 999$ - Toutes les déclarations ","$80,000 to $89,999 - All Returns/80 000$ à 89 999$ - Toutes les déclarations ","$90,000 to $99,999 - All Returns/90 000$ à 99 999$ - Toutes les déclarations ","$100,000 to $149,999 - All Returns/100 000$ à 149 999$ - Toutes les déclarations ","$150,000 to $249,999 - All Returns/150 000$ à 249 999$ - Toutes les déclarations ","$250,000 and over - All Returns/250 000$ et plus - Toutes les déclarations ",Average Income - All Returns/  Revenu moyen - Toutes les déclarations
35,12,76,0,OUT/EXT     ,Hastings Highlands,870,35569000,4221000,41000,1490,42766000,260,190,240,140,110,120,90,90,60,70,50,30,20,10,10,,,29000
35,12,0,0,TOTAL       ,Total (CD/DR),21290,985170000,136994000,46000,35310,1140102000,6460,4060,4410,3180,2430,2400,2240,1940,1510,2110,1500,950,660,450,740,190,70,32000
35,13,20,0,OUT/EXT     ,Prince Edward,13450,696911000,104913000,52000,20080,769072000,3030,2020,2210,1800,1440,1370,1330,1190,940,1390,1010,660,510,300,570,220,110,38000
35,13,0,0,TOTAL       ,Total (CD/DR),13450,696911000,104913000,52000,20080,769072000,3030,2020,2210,1800,1440,1370,1330,1190,940,1390,1010,660,510,300,570,220,110,38000
35,14,4,0,OUT/EXT     ,Brighton,6790,344091000,50100000,51000,9590,373839000,1370,820,1000,790,630,720,660,610,460,730,520,410,320,170,280,80,30,39000
35,14,14,0,OUT/EXT     ,Cramahe,3250,160564000,24314000,49000,4890,176794000,850,460,510,390,300,310,330,310,240,360,230,190,160,80,130,30,10,36000
35,14,19,0,OUT/EXT     ,Hamilton,3130,175107000,29837000,56000,4320,186461000,650,360,370,310,280,280,270,280,220,310,260,190,150,120,190,80,20,43000
35,14,24,0,OUT/EXT     ,Alnwick/Haldimand,2520,137975000,22361000,55000,3800,151489000,650,350,410,290,260,240,220,200,190,280,210,150,100,60,130,50,20,40000
35,14,45,0,OUT/EXT     ,Trent Hills,6780,315862000,43752000,47000,10750,359398000,1720,1190,1450,970,740,770,670,630,460,690,440,300,240,160,220,60,30,33000
35,14,0,0,TOTAL       ,Total (CD/DR),22470,1133600000,170364000,50000,33340,1247980000,5240,3180,3740,2750,2210,2320,2150,2010,1570,2370,1660,1230,960,590,950,300,110,37000
35,15,3,0,OUT/EXT     ,Asphodel-Norwood,1860,87037000,12508000,47000,2940,98408000,520,330,330,240,200,190,200,180,160,220,130,70,70,40,50,10,,33000
35,15,30,0,OUT/EXT     ,Havelock-Belmont-Methuen,2400,106195000,14623000,44000,3890,121540000,660,420,550,360,310,300,230,220,160,250,180,100,50,40,50,20,,31000
35,15,37,0,OUT/EXT     ,North Kawartha,880,41388000,6230000,47000,1450,47719000,260,180,210,130,110,90,90,70,60,70,60,40,20,20,30,20,,33000
35,15,44,0,OUT/EXT     ,Galway-Cavendish and Harvey,1160,57601000,7885000,49000,1820,64486000,330,180,200,160,130,120,120,100,80,140,90,60,30,20,40,20,,35000
35,15,0,0,TOTAL       ,Total (CD/DR),6300,292222000,41245000,46000,10100,332153000,1760,1110,1290,890,740,710,640,580,460,670,460,260,170,110,160,60,30,33000
35,18,20,0,OUT/EXT     ,Scugog,12610,778746000,137309000,62000,17390,825405000,2630,1330,1500,1130,960,1020,1010,990,920,1310,1090,870,710,500,930,330,160,47000
35,18,39,0,OUT/EXT     ,Brock,6600,346644000,54782000,53000,9910,378494000,1740,890,1030,750,590,610,610,600,540,750,550,380,270,190,280,90,50,38000
35,18,0,0,TOTAL       ,Total (CD/DR),19210,1125390000,192091000,59000,27300,1203899000,4370,2220,2530,1880,1550,1630,1620,1580,1460,2060,1640,1250,980,700,1210,420,200,44000
35,22,1,0,OUT/EXT     ,East Garafraxa,700,43941000,8010000,63000,1000,46459000,190,80,70,70,60,50,50,50,50,60,70,50,50,30,50,30,,47000
35,22,8,0,OUT/EXT     ,Amaranth,80,4160000,604000,50000,120,4522000,20,,10,10,,,,,,,,,,,,,,39000
35,22,10,0,OUT/EXT     ,East Luther Grand Valley,2220,118610000,19516000,53000,3310,128268000,630,300,300,250,220,210,170,150,130,260,200,130,110,100,120,30,,39000
35,22,16,0,OUT/EXT     ,Mulmur,890,58097000,10521000,66000,1250,61448000,210,100,90,70,70,70,60,60,50,90,90,60,50,50,90,30,10,49000
35,22,19,0,OUT/EXT     ,Melancthon,120,6482000,1021000,53000,180,6929000,30,20,10,20,,10,10,,10,10,10,20,,,,,,39000
35,22,21,0,OUT/EXT     ,Shelburne,4900,258113000,41620000,53000,7170,280489000,1220,610,720,540,460,430,400,460,340,520,420,300,250,160,260,70,20,39000
35,22,0,0,TOTAL       ,Total (CD/DR),8910,489402000,81292000,55000,13020,528115000,2310,1110,1190,950,820,770,710,750,580,950,800,570,470,340,530,160,50,41000
35,23,1,0,OUT/EXT     ,Puslinch,2650,196525000,38601000,74000,3540,205317000,480,250,280,230,210,220,170,200,170,270,210,140,170,100,240,120,90,58000
35,23,17,0,OUT/EXT     ,Erin,4650,313790000,60010000,67000,6360,328566000,1030,460,450,400,350,340,350,330,270,470,440,330,270,220,400,180,90,52000
35,23,33,0,OUT/EXT     ,Mapleton,3500,184231000,26741000,53000,5080,199326000,870,440,470,350,330,340,300,320,230,430,280,230,150,110,150,50,20,39000
35,23,43,0,OUT/EXT     ,Minto,4610,213146000,28775000,46000,7020,238216000,1150,740,780,600,500,540,490,430,340,490,330,210,160,80,140,40,20,34000
35,23,50,0,OUT/EXT     ,Wellington North,6920,333841000,48841000,48000,10540,371871000,1650,1110,1280,840,690,760,680,660,490,820,550,320,240,130,220,80,30,35000
35,23,0,0,TOTAL       ,Total (CD/DR),22340,1241532000,202967000,56000,32550,1343296000,5190,3010,3260,2430,2080,2200,1980,1930,1500,2480,1800,1240,980,630,1150,470,240,41000
35,26,21,0,OUT/EXT     ,West Lincoln,7280,384275000,59445000,53000,10500,416634000,1770,900,960,760,670,720,630,590,470,870,610,470,380,200,350,100,50,40000
35,26,0,0,TOTAL       ,Total (CD/DR),7280,384275000,59445000,53000,10500,416634000,1770,900,960,760,670,720,630,590,470,870,610,470,380,200,350,100,50,40000
35,28,18,0,OUT/EXT     ,Haldimand County,23850,1235803000,189837000,52000,36140,1367797000,6250,3390,3570,2750,2270,2310,2160,2040,1760,2660,2100,1530,1130,750,1120,250,110,38000
35,28,0,0,TOTAL       ,Total (CD/DR),23850,1235803000,189837000,52000,36140,1367797000,6250,3390,3570,2750,2270,2310,2160,2040,1760,2660,2100,1530,1130,750,1120,250,110,38000
35,30,20,0,OUT/EXT     ,Wilmot,11660,706936000,120277000,61000,15190,743661000,1840,980,1140,1050,960,1010,990,970,800,1370,1100,740,640,440,750,260,160,49000
35,30,27,0,OUT/EXT     ,Wellesley,6010,363819000,60321000,61000,8550,387986000,1390,770,730,570,510,500,470,480,380,670,520,370,290,220,450,150,80,45000
35,30,0,0,TOTAL       ,Total (CD/DR),17670,1070755000,180598000,61000,23750,1131647000,3230,1750,1870,1620,1480,1510,1460,1440,1180,2050,1620,1100,930,660,1200,420,230,48000
35,31,13,0,OUT/EXT     ,Perth South,630,31553000,4243000,50000,860,33726000,130,80,70,70,70,60,50,70,50,70,50,30,30,20,20,10,,39000
35,31,16,0,OUT/EXT     ,St. Marys,5620,296082000,45444000,53000,7700,319422000,1040,580,720,550,530,570,520,570,440,620,480,310,250,170,250,70,40,41000
35,31,25,0,OUT/EXT     ,West Perth,4600,231410000,34814000,50000,6370,249552000,890,510,610,510,490,440,440,430,370,560,390,230,160,110,140,50,30,39000
35,31,30,0,OUT/EXT     ,Perth East,4510,228627000,33334000,51000,6760,249169000,1290,670,620,510,430,430,420,410,320,550,330,240,170,120,160,70,30,37000
35,31,40,0,OUT/EXT     ,North Perth,7620,377499000,55097000,50000,11100,413222000,1700,1140,1100,920,740,840,870,700,510,870,550,350,240,150,250,110,50,37000
35,31,0,0,TOTAL       ,Total (CD/DR),22980,1165171000,172932000,51000,32790,1265091000,5050,2980,3120,2550,2250,2340,2310,2170,1690,2670,1800,1160,840,560,820,310,150,39000
35,32,2,0,OUT/EXT     ,Norwich,3950,186183000,25461000,47000,5980,207312000,1020,630,640,500,400,380,390,390,320,420,260,210,160,90,120,30,20,35000
35,32,12,0,OUT/EXT     ,South-West Oxford,1940,94029000,13413000,48000,2990,104242000,580,300,280,250,190,180,170,160,150,220,170,90,110,60,70,10,,35000
35,32,27,0,OUT/EXT     ,Zorra,4010,213952000,31921000,53000,5390,227563000,740,400,420,390,370,350,360,340,300,510,370,260,200,110,220,50,20,42000
35,32,38,0,OUT/EXT     ,East Zorra-Tavistock,3390,178175000,26929000,52000,4670,191722000,610,400,400,350,280,340,310,300,260,460,300,210,130,90,150,50,20,41000
35,32,45,0,OUT/EXT     ,Blandford-Blenheim,3950,219200000,34798000,55000,5380,232822000,790,410,470,390,350,330,340,320,320,460,340,240,200,120,210,80,20,43000
35,32,0,0,TOTAL       ,Total (CD/DR),17250,891540000,132522000,52000,24400,963661000,3750,2130,2210,1870,1590,1580,1570,1510,1350,2060,1430,1020,800,470,780,220,70,39000
35,34,5,0,OUT/EXT     ,Bayham,2310,99412000,12804000,43000,4130,116420000,1060,440,490,340,260,260,250,210,160,250,150,100,70,40,50,20,,28000
35,34,10,0,OUT/EXT     ,Malahide,920,46353000,6622000,50000,1350,50513000,230,150,120,100,80,90,80,90,70,100,80,60,40,30,30,10,,37000
35,34,11,0,OUT/EXT     ,Aylmer,6600,307421000,42920000,47000,10780,347083000,2340,1200,1220,880,760,700,580,560,450,650,450,310,260,120,220,60,30,32000
35,34,30,0,OUT/EXT     ,Dutton/Dunwich,1620,77341000,10847000,48000,2420,85482000,420,210,250,200,160,170,160,140,130,190,140,90,60,40,40,10,,35000
35,34,42,0,OUT/EXT     ,West Elgin,2520,114487000,15781000,46000,3980,130910000,680,430,480,350,310,250,260,230,180,240,210,130,100,40,70,20,,33000
35,34,0,0,TOTAL       ,Total (CD/DR),13970,645014000,88974000,46000,22660,730409000,4740,2420,2550,1860,1570,1470,1320,1220,990,1420,1040,680,540,280,410,120,40,32000
35,37,1,0,OUT/EXT     ,Pelee,110,4835000,670000,45000,160,5558000,30,10,20,20,10,,,10,10,,,,,,,,,34000
35,37,16,0,OUT/EXT     ,Essex,12500,665626000,103793000,53000,17840,722030000,2670,1550,1750,1360,1120,1190,1140,1090,1000,1350,1000,850,620,370,570,190,60,40000
35,37,0,0,TOTAL       ,Total (CD/DR),12600,670461000,104463000,53000,18000,727587000,2690,1560,1760,1380,1130,1200,1140,1100,1010,1360,1010,850,620,370,570,190,60,40000
35,38,4,0,OUT/EXT     ,Walpole Island 46,,,,,30,430000,20,,,,,,,,,,,,,,,,,14000
35,38,7,0,OUT/EXT     ,Dawn-Euphemia,250,12200000,1746000,50000,380,13505000,70,40,30,30,20,40,30,30,10,20,20,10,10,,,,,36000
35,38,15,0,OUT/EXT     ,Brooke-Alvinston,1130,53756000,7811000,47000,1760,59606000,340,180,180,160,110,120,110,100,90,120,70,50,40,20,50,10,,34000
35,38,16,0,OUT/EXT     ,Enniskillen,160,7750000,1190000,49000,210,8273000,30,20,20,10,20,10,20,10,10,20,,,,,,,,39000
35,38,18,0,OUT/EXT     ,Oil Springs,690,37175000,5945000,54000,1010,40564000,140,100,100,90,50,60,70,50,60,70,50,40,30,30,50,10,,40000
35,38,19,0,OUT/EXT     ,Petrolia,4310,239957000,39458000,56000,6080,258377000,880,510,590,480,410,380,370,370,300,430,350,240,190,160,320,80,30,43000
35,38,35,0,OUT/EXT     ,Plympton-Wyoming,4280,273629000,49871000,64000,5860,289573000,870,430,460,390,350,380,310,340,270,440,370,310,230,180,390,130,50,49000
35,38,40,0,OUT/EXT     ,Lambton Shores,7730,413586000,62856000,53000,11580,456723000,1830,1050,1260,940,830,780,760,690,520,830,610,390,300,210,420,120,60,39000
35,38,43,0,OUT/EXT     ,Warwick,1920,95652000,13504000,50000,2870,106350000,490,300,270,230,190,200,170,180,130,210,150,100,70,60,90,20,20,37000
35,38,0,0,TOTAL       ,Total (CD/DR),20470,1133837000,182408000,55000,29770,1233400000,4670,2630,2920,2330,1970,1980,1840,1760,1380,2140,1610,1140,880,660,1320,380,170,41000
35,39,2,0,OUT/EXT     ,Newbury,430,19305000,2588000,44000,730,22393000,150,70,100,70,40,50,50,40,30,50,30,,10,,10,,,31000
35,39,5,0,OUT/EXT     ,Southwest Middlesex,2530,116736000,16311000,46000,3810,130274000,650,340,420,320,280,290,250,220,200,290,180,120,100,50,80,30,,34000
35,39,18,0,OUT/EXT     ,Munsee-Delaware Nation 1,60,2257000,253000,36000,540,7425000,280,70,50,30,20,20,20,,,10,,,,,,,,14000
35,39,41,0,OUT/EXT     ,North Middlesex,3030,146338000,20969000,48000,4440,160536000,750,440,400,340,320,270,330,300,210,370,240,150,100,80,100,30,10,36000
35,39,60,0,OUT/EXT     ,Lucan Biddulph,2710,143606000,21548000,53000,3780,153963000,560,310,320,250,220,250,280,220,220,370,230,180,130,80,120,30,10,41000
35,39,0,0,TOTAL       ,Total (CD/DR),8760,428243000,61668000,49000,13290,474592000,2380,1240,1300,1020,890,880,920,800,670,1090,690,460,330,220,310,90,30,36000
35,40,5,0,OUT/EXT     ,South Huron,4290,230327000,38067000,54000,6360,253015000,940,630,670,540,410,430,460,460,320,450,320,210,160,110,140,80,30,40000
35,40,10,0,OUT/EXT     ,Bluewater,4920,248390000,36081000,50000,6990,270814000,950,630,760,610,480,480,540,490,370,490,320,270,190,110,180,70,30,39000
35,40,25,0,OUT/EXT     ,Central Huron,3190,162002000,25317000,51000,4700,178116000,710,470,490,410,330,360,360,310,250,320,200,130,130,70,100,40,20,38000
35,40,28,0,OUT/EXT     ,Goderich,6730,356736000,54327000,53000,9600,389144000,1270,880,1060,850,660,670,680,560,430,650,490,410,310,220,300,110,50,41000
35,40,40,0,OUT/EXT     ,Huron East,4340,207082000,28364000,48000,6290,227343000,930,580,650,540,460,460,460,430,330,480,330,200,150,90,140,50,20,36000
35,40,46,0,OUT/EXT     ,Howick,1530,67294000,8437000,44000,2360,76139000,390,250,280,220,170,180,180,150,130,170,80,50,40,30,40,10,,32000
35,40,50,0,OUT/EXT     ,Morris-Turnberry,790,38065000,5351000,48000,1150,41334000,200,110,110,80,70,90,80,70,80,90,50,40,30,10,30,,,36000
35,40,55,0,OUT/EXT     ,North Huron,3740,186269000,27699000,50000,5720,208619000,950,590,640,490,400,400,340,310,280,420,270,180,140,80,160,50,30,36000
35,40,63,0,OUT/EXT     ,Ashfield-Colborne-Wawanosh,220,9575000,1282000,44000,340,10734000,60,50,40,30,20,20,20,20,20,30,20,,10,,,,,31000
35,40,0,0,TOTAL       ,Total (CD/DR),29760,1505741000,224923000,51000,43500,1655259000,6390,4180,4700,3750,3010,3100,3120,2800,2190,3100,2080,1490,1170,730,1100,410,190,38000
35,41,4,0,OUT/EXT     ,South Bruce,2620,131894000,20273000,50000,3940,146387000,650,390,430,300,270,280,280,220,180,270,220,120,80,60,150,50,10,37000
35,41,15,0,OUT/EXT     ,Huron-Kinloss,2530,132851000,21153000,53000,3960,148535000,660,430,440,360,260,250,230,220,150,260,190,110,100,70,170,60,10,38000
35,41,24,0,OUT/EXT     ,Kincardine,7700,557285000,111002000,72000,10600,586037000,1590,720,890,700,560,580,490,500,410,670,560,440,450,340,1110,520,90,55000
35,41,32,0,OUT/EXT     ,Brockton,4490,242492000,38909000,54000,6590,264804000,1000,660,640,560,420,460,420,370,300,440,310,260,170,140,310,110,20,40000
35,41,43,0,OUT/EXT     ,Arran-Elderslie,4660,248241000,39983000,53000,7240,275101000,1280,710,830,620,450,480,430,420,320,440,280,210,180,130,340,110,30,38000
35,41,45,0,OUT/EXT     ,Saugeen Shores,7970,560726000,112461000,70000,11150,594246000,1700,850,950,720,600,600,590,570,410,680,570,480,410,350,1090,480,90,53000
35,41,55,0,OUT/EXT     ,South Bruce Peninsula,5560,264912000,37717000,48000,8620,298341000,1440,860,1070,820,670,610,570,510,380,540,320,240,180,110,210,80,30,35000
35,41,69,0,OUT/EXT     ,Northern Bruce Peninsula,2070,99752000,13396000,48000,2950,110087000,370,270,370,300,200,240,210,180,130,210,170,80,50,50,70,30,10,37000
35,41,0,0,TOTAL       ,Total (CD/DR),37580,2238155000,394895000,60000,55050,2423538000,8690,4900,5630,4370,3420,3490,3220,2990,2290,3510,2600,1930,1610,1260,3450,1430,290,44000
35,42,4,0,OUT/EXT     ,West Grey,4840,223065000,31139000,46000,7730,255770000,1260,880,1000,720,540,570,520,430,350,480,290,210,160,100,160,40,20,33000
35,42,5,0,OUT/EXT     ,Southgate,2950,135588000,19348000,46000,4840,154007000,1010,520,560,380,330,310,290,260,230,320,200,150,100,60,90,20,,32000
35,42,15,0,OUT/EXT     ,Grey Highlands,4830,248291000,38321000,51000,7470,274326000,1330,770,820,660,530,500,450,400,300,500,360,240,210,110,190,80,40,37000
35,42,29,0,OUT/EXT     ,Hanover,5340,260886000,37858000,49000,8100,293021000,1180,840,1010,750,650,600,480,460,390,500,310,250,170,150,240,90,20,36000
35,42,37,0,OUT/EXT     ,Chatsworth,2790,134611000,19271000,48000,4330,150693000,750,430,500,360,310,300,260,280,200,320,180,140,100,70,110,40,,35000
35,42,45,0,OUT/EXT     ,Blue Mountains,3910,264556000,45885000,68000,5490,281394000,760,490,510,410,330,340,310,320,230,420,310,230,180,120,260,160,110,51000
35,42,47,0,OUT/EXT     ,Meaford,5230,272586000,41104000,52000,7760,301141000,1110,730,980,650,570,550,500,460,380,520,380,250,190,150,210,80,50,39000
35,42,0,0,TOTAL       ,Total (CD/DR),29880,1539583000,232925000,52000,45720,1710352000,7390,4650,5370,3930,3260,3160,2810,2620,2090,3060,2030,1460,1100,750,1250,510,260,37000
35,43,3,0,OUT/EXT     ,Adjala-Tosorontio,4490,275673000,52409000,61000,6270,291075000,1050,510,490,420,340,340,340,360,320,470,420,330,250,190,330,100,40,46000
35,43,5,0,OUT/EXT     ,Clearview,6920,365032000,57646000,53000,10210,397257000,1730,910,1070,810,700,610,620,570,480,720,560,500,290,180,310,100,60,39000
35,43,15,0,OUT/EXT     ,Severn,6840,357386000,56281000,52000,9970,389422000,1600,890,1000,780,610,660,620,600,510,760,570,400,310,190,340,80,40,39000
35,43,21,0,OUT/EXT     ,Essa,9210,490766000,79517000,53000,12890,524602000,2150,1080,1000,860,730,710,790,700,650,1130,1080,750,430,290,410,100,40,41000
35,43,23,0,OUT/EXT     ,Oro-Medonte,6580,431409000,78394000,66000,9050,455204000,1350,700,760,620,520,530,510,430,440,710,530,480,380,320,490,200,110,50000
35,43,64,0,OUT/EXT     ,Wasaga Beach,10110,477190000,67246000,47000,15040,532623000,2150,1520,1910,1400,1170,1080,1030,840,670,960,710,480,360,200,410,110,40,35000
35,43,68,0,OUT/EXT     ,Tiny,2800,151429000,24216000,54000,4480,169477000,870,400,450,350,340,240,250,240,190,310,220,190,140,90,160,40,30,38000
35,43,0,0,TOTAL       ,Total (CD/DR),46950,2548885000,415708000,54000,67910,2759660000,10890,6000,6660,5250,4410,4180,4150,3750,3250,5050,4080,3120,2150,1460,2440,730,340,41000
35,44,2,0,OUT/EXT     ,Gravenhurst,6220,297015000,42402000,48000,9600,332895000,1620,1000,1130,880,730,670,600,560,450,620,450,280,210,120,200,70,40,35000
35,44,18,0,OUT/EXT     ,Bracebridge,9010,475809000,74097000,53000,12980,516344000,2030,1130,1310,1040,860,870,900,760,640,940,710,490,390,280,440,140,70,40000
35,44,27,0,OUT/EXT     ,Lake of Bays,990,54967000,9051000,55000,1470,59879000,250,120,170,110,120,110,90,110,70,90,70,50,30,30,40,20,10,41000
35,44,42,0,OUT/EXT     ,Huntsville,11460,583895000,89109000,51000,17150,643028000,2780,1700,2000,1460,1200,1120,1120,960,770,1200,800,580,470,260,470,160,100,37000
35,44,53,0,OUT/EXT     ,Muskoka Lakes,2160,130588000,22819000,60000,3090,140128000,490,260,280,270,210,210,190,190,140,230,170,100,70,70,130,50,30,45000
35,44,65,0,OUT/EXT     ,Georgian Bay,910,44635000,6215000,49000,1530,51813000,280,160,200,120,130,110,100,80,60,90,60,40,20,20,40,20,,34000
35,44,0,0,TOTAL       ,Total (CD/DR),30750,1586910000,243694000,52000,45820,1744086000,7460,4370,5090,3880,3240,3080,2990,2650,2130,3160,2260,1530,1180,760,1330,450,260,38000
35,46,5,0,OUT/EXT     ,Highlands East,1260,54095000,6783000,43000,2280,65812000,430,290,360,220,160,180,140,110,80,130,70,50,20,10,30,,,29000
35,46,15,0,OUT/EXT     ,Minden Hills,3020,140843000,19545000,47000,4760,160403000,770,490,620,470,370,370,320,250,190,290,190,140,70,60,100,40,20,34000
35,46,18,0,OUT/EXT     ,Algonquin Highlands,1100,52308000,7242000,48000,1630,58224000,250,140,200,150,130,120,110,120,80,100,80,50,40,10,40,20,,36000
35,46,24,0,OUT/EXT     ,Dysart and Others,3510,169085000,23887000,48000,5310,188732000,810,550,660,440,370,410,360,320,250,320,230,180,120,80,120,50,20,36000
35,46,0,0,TOTAL       ,Total (CD/DR),8890,416331000,57457000,47000,13970,473172000,2250,1470,1840,1280,1030,1080,940,800,600,840,560,420,250,170,290,110,40,34000
35,47,2,0,OUT/EXT     ,Arnprior,7180,371232000,58158000,52000,10230,402822000,1520,890,1070,820,640,660,680,620,500,860,590,400,300,210,360,90,30,39000
35,47,3,0,OUT/EXT     ,McNab/Braeside,2320,126628000,20506000,55000,3110,134679000,410,230,270,210,200,220,220,170,150,290,220,180,100,80,120,40,10,43000
35,47,8,0,OUT/EXT     ,Greater Madawaska,840,41666000,5944000,50000,1240,46065000,180,130,130,110,80,90,80,90,60,90,60,40,30,20,30,30,,37000
35,47,20,0,OUT/EXT     ,"Brudenell, Lyndoch and Raglan",510,20837000,2590000,41000,950,25786000,180,140,140,100,60,70,60,50,30,50,30,10,20,,,,,27000
35,47,30,0,OUT/EXT     ,Madawaska Valley,2440,110375000,14582000,45000,4250,130272000,780,530,630,370,290,330,280,200,160,200,160,90,80,40,70,20,10,31000
35,47,33,0,OUT/EXT     ,"Killaloe, Hagarty and Richards",1140,51130000,6795000,45000,1990,60557000,370,250,290,170,130,140,130,90,90,100,70,50,40,20,30,10,,31000
35,47,35,0,OUT/EXT     ,Bonnechere Valley,2390,107385000,14583000,45000,3910,124635000,640,490,560,380,230,270,240,220,170,250,170,90,80,50,60,20,10,32000
35,47,37,0,OUT/EXT     ,Pikwakanagan (Golden Lake 39),750,32977000,4173000,44000,1290,39795000,240,140,150,120,110,110,70,70,60,80,50,40,20,20,20,,,31000
35,47,43,0,OUT/EXT     ,Admaston/Bromley,470,21703000,3075000,46000,760,24537000,160,80,80,50,50,60,60,50,30,50,30,30,20,,20,,,32000
35,47,48,0,OUT/EXT     ,Renfrew,7180,345729000,50595000,48000,10860,386312000,1610,1150,1320,960,780,710,770,680,540,770,520,350,210,150,250,70,40,36000
35,47,56,0,OUT/EXT     ,Whitewater Region,3620,171243000,23819000,47000,5390,189736000,870,540,610,450,380,350,370,330,270,390,280,180,120,80,130,30,10,35000
35,47,90,0,OUT/EXT     ,Laurentian Hills,1010,51699000,7670000,51000,1340,54784000,190,90,100,70,70,90,80,90,60,150,150,60,40,30,40,,,41000
35,47,96,0,OUT/EXT     ,Deep River,3340,213608000,36940000,64000,4420,223402000,620,300,270,250,180,200,260,270,220,370,370,270,210,170,380,70,20,51000
35,47,98,0,OUT/EXT     ,"Head, Clara and Maria",130,6278000,908000,47000,200,6995000,30,20,30,20,10,20,10,10,,10,,,,,,,,35000
35,47,0,0,TOTAL       ,Total (CD/DR),33310,1672490000,250339000,50000,49930,1850377000,7800,4980,5650,4070,3220,3310,3300,2930,2350,3670,2690,1780,1260,890,1520,380,140,37000
35,48,1,0,OUT/EXT     ,South Algonquin,410,21258000,3417000,51000,620,24064000,70,60,80,70,60,60,40,30,30,60,30,20,,,,,,39000
35,48,21,0,OUT/EXT     ,Mattawa,1650,73136000,10204000,44000,3020,88388000,610,390,450,260,190,200,180,140,130,160,90,70,50,40,60,10,,29000
35,48,55,0,OUT/EXT     ,West Nipissing / Nipissing Ouest,6840,330048000,48151000,48000,11430,384644000,1900,1380,1510,950,720,770,740,640,480,670,480,350,280,210,290,60,20,34000
35,48,69,0,OUT/EXT     ,Temagami,480,19903000,2463000,41000,850,24009000,180,90,120,110,70,50,50,40,30,50,30,10,,,10,,,28000
35,48,72,0,OUT/EXT     ,Bear Island 1,20,688000,82000,40000,90,1945000,30,10,,,10,,,,,,,,,,,,,23000
35,48,73,0,OUT/EXT     ,Nipissing 10,50,2193000,249000,41000,230,4955000,80,30,30,10,20,10,20,10,,,,,,,,,,22000
35,48,91,0,OUT/EXT     ,"Nipissing, Unorganized, South Part",190,7207000,850000,39000,350,9165000,70,40,60,40,20,20,20,20,10,20,,,,,,,,26000
35,48,94,0,OUT/EXT     ,"Nipissing, Unorganized, North Part",340,18497000,3158000,54000,520,20246000,90,50,70,30,20,20,20,20,20,40,40,40,20,20,20,,,39000
35,48,0,0,TOTAL       ,Total (CD/DR),9980,472931000,68574000,47000,17100,557415000,3020,2040,2330,1480,1100,1140,1080,910,700,1000,670,490,370,280,390,80,20,33000
35,49,3,0,OUT/EXT     ,Seguin,590,31466000,5310000,54000,850,34071000,140,70,80,80,70,60,50,60,30,70,40,30,10,20,20,10,,40000
35,49,5,0,OUT/EXT     ,The Archipelago,190,8912000,1261000,47000,270,9837000,40,30,30,20,20,20,20,20,10,30,,,,,,,,37000
35,49,12,0,OUT/EXT     ,McMurrich/Monteith,390,15483000,1958000,40000,640,18198000,110,90,90,70,50,40,40,30,30,40,20,20,10,,,,,29000
35,49,14,0,OUT/EXT     ,Perry,1260,52310000,6724000,42000,2020,60438000,360,210,280,210,170,130,140,120,90,130,60,50,40,20,20,,,30000
35,49,18,0,OUT/EXT     ,Kearney,490,21133000,2672000,43000,750,23884000,120,80,90,80,60,60,60,40,30,50,30,30,,,10,,,32000
35,49,19,0,OUT/EXT     ,Armour,240,10833000,1691000,45000,360,12126000,60,40,60,30,30,40,30,20,10,20,,,,,,,,33000
35,49,22,0,OUT/EXT     ,Burk's Falls,1330,56291000,7248000,42000,2260,66466000,430,260,340,220,180,160,130,120,90,120,80,40,30,20,30,,,29000
35,49,28,0,OUT/EXT     ,McKellar,480,22511000,3075000,47000,670,24795000,80,70,70,70,50,60,50,40,40,60,30,20,20,,20,,,37000
